,,generation frequency,mean rank position,exemplar strength,category strength,,,,,,,,,,,,,,,,,,,,
blikopener,can opener,7,7,0.004,0.000,,,,,,,,,,,,,,,,,,,,
bord,plate,42,5.4,0.000,0.034,,,,,,,,,,,,,,,,,,,,
broodrooster,toaster,6,6,0.000,0.000,,,,,,,,,,,,,,,,,,,,
fles,bottle,1,9,0.000,0.000,,,,,,,,,,,,,,,,,,,,
fornuis,stove,15,6.5,0.000,0.003,,,,,,,,,,,,,,,,,,,,
frigo,fridge,3,8.7,0.004,0.000,,,,,,,,,,,,,,,,,,,,
glas,glass,16,6.6,0.000,0.003,,,,,,,,,,,,,,,,,,,,
handdoek,towel,9,6.1,0.000,0.000,,,,,,,,,,,,,,,,,,,,
ketel,kettle,6,4.7,0.000,0.000,,,,,,,,,,,,,,,,,,,,
klopper,whisk,21,4.6,0.003,0.010,,,,,,,,,,,,,,,,,,,,
koffiezet,percolator,10,5.6,0.000,0.007,,,,,,,,,,,,,,,,,,,,
kom,bowl,19,6.1,0.000,0.000,,,,,,,,,,,,,,,,,,,,
lepel,spoon,98,3,0.000,0.118,,,,,,,,,,,,,,,,,,,,
mes,knife,105,2.6,0.000,0.145,,,,,,,,,,,,,,,,,,,,
microgolf,microwave oven,19,5.7,0.000,0.000,,,,,,,,,,,,,,,,,,,,
mixer,mixer,61,4.2,0.000,0.037,,,,,,,,,,,,,,,,,,,,
notenkraker,nutcracker,1,8,0.000,0.000,,,,,,,,,,,,,,,,,,,,
onderlegger,place mat,2,9.5,0.000,0.000,,,,,,,,,,,,,,,,,,,,
oven,oven,12,6.8,0.000,0.000,,,,,,,,,,,,,,,,,,,,
pan,pan,87,4.4,0.004,0.074,,,,,,,,,,,,,,,,,,,,
pot,pot,54,5.1,0.000,0.047,,,,,,,,,,,,,,,,,,,,
rasp,grater,2,7,0.007,0.010,,,,,,,,,,,,,,,,,,,,
schaar,scissors,6,6.2,0.000,0.010,,,,,,,,,,,,,,,,,,,,
schort,apron,8,5.9,0.000,0.003,,,,,,,,,,,,,,,,,,,,
spatel,spatula,16,5.8,0.000,0.000,,,,,,,,,,,,,,,,,,,,
tas,mug,11,5.9,0.000,0.007,,,,,,,,,,,,,,,,,,,,
theelepel,teaspoon,3,4.3,0.000,0.000,,,,,,,,,,,,,,,,,,,,
vergiet,colander,6,5.3,0.000,0.007,,,,,,,,,,,,,,,,,,,,
vork,fork,95,3,0.000,0.088,,,,,,,,,,,,,,,,,,,,
waterkoker,electric kettle,2,6,0.000,0.000,,,,,,,,,,,,,,,,,,,,
weegschaal,scales,2,9,0.000,0.000,,,,,,,,,,,,,,,,,,,,
wok,wok,6,6.7,0.000,0.000,,,,,,,,,,,,,,,,,,,,
zeef,sieve,4,5.8,0.004,0.000,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
