andere naam: schuiftrompet,a synonym is 'schuiftrompet',-2,3,3,-2,0,1,0,-3,0,1,0,-3
begeleidt (andere) muziek,accompagnies (other) music,2,1,1,3,2,0,1,2,1,1,2,1
bespeeld door een drummer,is played by a drummer,1,3,2,0,-2,1,1,-3,-2,1,0,-2
bespeeld door een organist,is played by an organist,0,2,2,-2,0,0,0,-2,0,1,0,-3
bespeeld met plectrum,is played with a plectrum,2,2,2,1,-1,1,0,-3,0,2,0,-3
bespeeld tijdens concerten,is played during concerts,3,2,2,3,1,3,1,0,3,1,3,1
bespeelt men staande,is played while standing,-2,1,2,-2,0,2,1,0,-2,1,-1,-1
bestaat al lang,has been existing for a long time,3,-3,-2,-2,0,0,1,0,3,0,3,0
bestaat in verschillende formaten,exists in different measurements,1,-1,-1,-2,-2,2,1,3,3,2,2,3
bestaat in verschillende groottes,exists in different sizes,1,-3,0,-1,2,2,1,3,3,-2,1,3
bestaat in verschillende kleuren,exists in different colors,0,-3,-2,-2,2,1,0,3,1,-2,2,3
bestaat in verschillende soorten,exists in different kinds,1,-3,0,2,2,2,0,3,2,2,3,3
bestaat per twee,exists in pairs,-1,-3,-1,-3,1,-1,0,-1,-3,0,-3,-3
bestaat uit verschillende delen,consists of different parts,1,-3,-1,-1,1,1,0,-1,2,1,2,-1
blinkt,shines,1,-3,-1,-2,-2,2,0,-3,-2,0,2,-2
brengt sfeer,creates a good atmosphere,3,0,-1,1,3,3,2,3,3,1,3,1
dient om op te slaan,is used to beat on,1,-2,1,-2,0,2,-1,-2,0,1,0,-1
dient ook als kinderspeelgoed,also used as a toy,1,-2,-1,-2,1,2,2,0,2,1,1,-1
een voorbeeld is een dwarsfluit,een example is the piccolo,2,3,3,2,0,2,0,3,2,1,0,-2
er is een vel over gespannen,has a skin,1,-2,1,-2,0,0,0,-3,1,1,-1,-2
er worden akkoorden op gespeeld,you play chords on it,3,3,2,2,2,2,2,-1,2,2,2,0
er worden muzieknoten gespeeld,you play musical notes on it,3,3,2,3,3,2,2,2,2,3,3,3
er worden ritmes op gespeeld,you play rhythms on it,2,2,1,2,3,1,2,2,3,0,3,1
er zijn verschillende lengtes van de buisjes,exists in different tube lengths,-2,-3,0,-1,1,0,0,-3,0,-1,0,-3
geassocieerd met kilt,associated with kilt,1,-3,1,-3,-1,1,0,-3,-2,1,-3,-3
gebruikt bij volksdans,used in folk dance,1,1,1,1,-1,1,1,0,1,-1,2,0
gebruikt bij volksmuziek,used in folk music,1,-3,2,3,0,2,0,-3,1,1,3,0
gebruikt in de middeleeuwen,used in the Middle Ages,0,-3,0,-3,-1,2,0,-3,1,0,1,-2
gebruikt in de mis,used in the Mass,-3,-3,-2,-2,-2,1,-2,-3,-2,1,2,0
gebruikt om iets aan te kondigen,used to announce something,0,-3,-1,-1,-2,0,0,0,-2,1,0,-2
geeft één enkele klank,produces only one sound,1,1,2,0,-2,1,0,2,-3,0,-2,-2
geeft een lelijk geluid,gives a nasty sound,-2,-3,1,-1,-2,-3,0,2,-2,-2,-2,-3
geeft het ritme aan,indicates the rhythm,2,-1,1,2,3,1,2,1,1,2,1,1
