bestaat al lang,has been existing for a long time,-3,0,1,0,-3,0,3,1,2,2,-2,0
bestaat in verschillende formaten,exists in different measurements,-1,1,-2,0,-3,1,1,2,2,1,-1,0
bestaat in verschillende groottes,exists in different sizes,-1,1,-2,0,-3,2,1,2,2,1,-2,0
bestaat in verschillende kleuren,exists in different colors,-3,-1,-3,0,-3,-1,1,2,-3,1,-3,0
bestaat in verschillende lengtes,exists in different lengths,-2,-1,-3,0,-3,0,1,2,2,1,-2,0
bestaat in verschillende maten,exists in different sizes,-3,1,-2,0,-3,0,1,2,2,1,-1,0
bestaat in verschillende soorten,exists in different kinds,-2,1,2,0,-3,0,1,2,2,1,-1,0
bestaat in verschillende vormen,exists in different forms,-1,2,0,0,-3,1,1,2,2,1,-1,0
bestaat uit verschillende materialen,exists in different materials,-1,2,0,0,-3,1,1,2,2,1,-1,0
bevat kogels,contains bullets,-1,3,1,1,3,2,2,0,2,-3,2,-1
bevindt zich in een museum,is found in a museum,-3,0,-3,-1,-2,-1,1,-1,-1,2,-2,-1
bevindt zich op een schip,is found in a boat,-3,-1,-3,-1,-2,0,-2,-1,-3,-3,-2,-1
daar hak je hout mee,is used to chop wood,-3,1,-3,1,-2,-1,1,-1,-3,-3,-2,0
dient om een boomhut mee te maken,is used to make a (tree) cabin,-3,-3,-3,-1,-3,-2,-2,-3,-3,-3,-3,-3
dient om iets op te hangen,is used to hang something on,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3
dient om je te beschermen,is used to protect you,0,2,2,2,-2,-2,-1,2,2,2,1,1
dient om te boksen,is used to box,-3,2,-3,0,2,-2,-1,-3,-3,-3,0,-3
dient om te gaan wandelen,used to go walking,-3,-3,-3,0,-3,-2,-2,-3,-3,-3,-2,-3
dient om te schieten,is used to shoot,-1,3,2,3,3,2,2,0,2,-3,2,-3
dient om te snijden,is used to cut,-3,1,0,2,2,0,1,0,2,-3,1,0
dient voor rond de vingers,can be found around your fingers,-3,1,-3,-1,-3,-1,-2,0,-3,-3,-3,-3
gaat snel,goes fast,-3,-3,-3,0,-3,0,1,0,-3,-3,-1,-3
gebruikt buskruit,uses gunpowder,-3,3,1,2,3,1,2,0,-2,-3,2,-3
gebruikt door mannen,used by men,1,-2,0,0,-3,1,-1,1,-3,1,1,1
gebruikt een vergunning,uses a license,-2,3,1,-2,2,0,2,0,1,1,1,1
gebruikt om te klimmen,used to climb,-3,0,-3,0,-3,-1,-2,-1,-3,-3,-2,-2
geeft een knal,produces a bang,-3,2,0,1,3,1,1,1,2,-3,2,-3
geeft een terugslag,gives a recoil,-3,2,0,2,3,1,1,0,-3,-3,2,-3
gemaakt uit hout,made of wood,-3,-3,-3,0,-3,-1,1,0,2,1,-2,-3
gemaakt uit metaal,made of metal,-1,-3,-1,0,-3,1,1,0,2,1,1,-3
gemaakt uit plastic,made of plastic,-3,-3,-3,-1,-3,-1,-3,-3,1,-3,-2,-3
gemaakt uit steen,made of stone,-3,-3,-3,0,-3,-1,1,0,-3,-3,-1,-3
gemaakt uit vezels,made of fibres,-3,-3,-3,0,-3,-1,-3,0,-3,-3,-3,-3
gemaakt van kunststof,made of synthetic material,-3,-3,-3,0,-3,-1,1,0,1,-3,-1,-3
heeft een donkere kleur,has a dark color,-3,-3,0,0,-3,-1,1,-1,-3,-3,1,-3
heeft een elastiek,has an elastic rubber,-3,-2,-3,-3,-2,0,1,-2,-3,-3,-2,-3
heeft een handvat,has a grip,-3,-1,-2,-3,-3,0,1,1,-3,1,-1,-3
heeft een lemmet,has a blade,-3,3,-2,3,2,0,1,0,-3,-2,1,-3
heeft een lont,has a fuse/taper,-3,3,-2,3,3,1,2,0,-1,-3,1,-3
heeft een loop,has a barrel,-2,3,0,3,3,2,2,0,2,-3,2,-3
heeft een negatieve connotatie,has a negative connotation,-3,-2,2,-2,1,3,3,1,2,1,2,1
heeft een pin,has a pin,-2,1,-2,0,-2,0,2,0,-3,-3,1,-3
heeft een punt,has a point,-2,2,-1,0,-3,0,1,1,2,-2,-2,-3
heeft een steel,has a handle,-3,0,-3,0,-3,-1,-2,0,-3,1,-2,-3
heeft een stok,has a stick,-3,0,-3,0,-3,-1,-3,0,-3,-3,0,-3
heeft een trekker,has a trigger,-3,2,-1,1,3,0,-3,0,2,-3,1,-3
heeft een Y-vorm,has a Y-shape,-3,0,-3,0,-3,-2,1,-2,-2,-3,-2,-3
heeft kanonkogels,has canonballs,-3,3,-2,3,3,0,2,0,1,-3,1,-3
heeft rupsbanden,has caterpillar treads,-3,2,-3,0,1,-1,2,0,-3,-3,-1,-3
heeft wielen,has wheels,-3,2,-3,0,-2,-1,-2,0,-3,-3,-1,-3
het is een voorwerp,is an object,-3,-3,3,0,-3,1,0,2,3,2,-1,2
het weegt niet veel,does not weigh much,-3,-3,-3,0,-3,-2,0,0,-3,-3,-1,-3
hoort bij een harnas,belongs to a harnas,-3,1,0,2,2,2,1,0,-1,-3,0,-3
hoort bij een paard,belongs to a horse,-3,-3,-1,0,-2,-2,-2,0,-3,-3,-1,-3
is agressief,is agressive,1,-3,3,1,1,-2,3,3,2,2,1,-3
is bloederig,is bloody,-2,1,1,1,1,-2,-1,3,-2,-3,1,-3
is bruin,is brown,-3,-3,-3,0,-3,-1,-2,0,-3,-3,1,-3
is dik,is thick,-3,-3,-2,0,-3,-2,-1,0,-3,-3,-1,-3
is dun,is thin,-3,-3,-2,0,-3,-2,-1,0,-3,-3,-2,-3
is duur,is expensive,-3,-2,0,0,-3,0,1,0,-3,-3,-2,-3
is een geweer,is a gun,-3,3,2,3,3,3,3,1,1,-3,2,-3
is een halve cirkel,is half a circle,-3,-2,-3,0,-3,-3,-1,-1,-3,-3,-3,-3
