angstaanjagend,is terrifying,0,2,0,1,0,1,-1,1,-2,1,1,2
bedreigde diersoort,endangered species,2,0,2,2,2,1,-2,2,2,0,-3,-2
bestaat al eeuwenlang,exists for ages,3,2,1,3,1,1,-1,3,3,2,3,-1
bijt,bites,1,2,-3,2,1,1,1,2,3,1,1,1
blaast wangen op,blows up its cheeks,1,1,1,0,1,1,1,-2,-2,0,-3,-2
de billetjes worden gegeten,the legs are eaten,0,0,3,0,0,-2,-2,0,-3,0,-3,-3
dodelijk,is lethal,1,1,-2,3,0,2,1,1,-2,0,0,-1
eet insecten,eats insects,1,2,2,1,0,1,2,3,1,0,2,-1
eet kleine dieren,eats small animals,1,2,0,0,1,1,0,1,1,1,1,1
eet planten,eats plants,1,1,-1,0,1,1,1,1,1,0,1,0
eet ratten of muizen,eats rats and mice,2,2,2,1,1,1,1,2,-1,0,1,1
eet sla,eats salad,0,1,0,0,0,0,1,2,0,1,1,-3
eet vliegen,eats flies,1,1,1,-1,1,1,1,2,-1,1,1,-2
er worden schoenen en handtassen van gemaakt,shoes and handbags are made of it,2,0,2,-2,1,0,-2,1,0,1,3,-2
er wordt soep van gemaakt,soup is made of it,-2,0,-3,-3,-2,0,-2,0,-3,0,-2,-2
er zijn verschillende soorten,there are many kinds of it,3,2,-1,3,3,1,1,3,3,0,3,3
"gebruikt voor spreekwoord ""onder het gras""","as the saying goes ""a…in the grass""",0,0,3,0,3,1,-3,3,0,0,-3,-3
gevaarlijk,is dangerous,2,2,0,3,2,1,1,2,2,0,1,0
gevaarlijk voor mensen,is dangerous to people,1,2,0,1,1,2,1,0,1,0,1,1
graaft zich in op het land,earths,0,1,0,1,1,1,1,2,0,0,0,-3
grote muil,has a big mouth,-2,2,-1,1,1,1,2,2,0,0,1,0
heeft 2 ogen,has two eyes,3,2,-3,2,3,2,3,3,3,2,3,3
heeft bolle ogen,has round eyes,1,1,1,1,2,1,1,2,-1,0,2,-1
heeft een kraag in de nek,has a 'collar' in its neck,1,0,1,-1,0,1,1,2,0,0,-3,-3
heeft een lange staart,has a long tail,1,1,-3,1,1,1,2,2,-1,0,2,-1
heeft een lange tong,has a long tongue,-1,1,0,2,0,2,1,2,-2,0,1,0
heeft een schild,has a shield,1,2,3,-1,1,1,2,1,2,0,0,-2
heeft een staart,has a tail,1,2,0,2,1,1,2,3,0,0,3,2
heeft een tong,has a tongue,3,3,0,3,0,1,3,3,2,0,3,3
heeft felle kleuren,has bright colours,-1,1,2,0,2,1,1,2,-2,0,-2,-3
heeft geen poten,has no paws,1,1,1,0,-2,1,1,1,-2,0,0,1
heeft gespleten tong,has a split tongue,1,2,3,0,0,1,1,2,-2,0,1,-3
heeft giftanden,has poison fangs,2,1,1,1,1,2,2,1,0,0,1,-1
heeft grote ogen,has large eyes,0,1,-3,0,2,1,2,-2,-2,0,1,-2
heeft grote tanden,has large theeth,1,1,0,1,0,1,2,1,1,0,1,1
heeft klauwen,has claws,1,1,0,1,1,1,1,2,-2,0,3,0
heeft kleine oogjes,has little eyes,1,1,-3,0,0,1,1,2,1,0,0,-1
heeft korte poten,has short paws,1,1,-3,0,0,1,1,2,2,0,1,-1
heeft ogen,has eyes,3,3,-2,3,2,1,3,3,2,0,3,3
heeft poten,has legs,2,2,-2,0,3,1,3,1,1,1,3,3
heeft scherpe nagels,has sharp claws,1,1,-2,2,0,2,2,2,-3,0,3,1
heeft scherpe tanden,has sharp teeth,1,2,1,0,0,1,1,2,2,0,1,2
heeft schubben,has scales,1,1,2,2,0,1,1,2,2,1,1,2
heeft schutkleur,has camouflage,2,2,1,2,0,2,1,2,1,1,3,2
heeft tanden,has teeth,2,2,0,0,0,1,1,2,1,0,1,3
heeft veel tanden,has many teeth,0,0,0,0,0,1,1,2,0,0,-1,-1
heeft vele kleuren,has many colours,-1,1,1,3,1,1,1,2,-1,0,1,1
