achteraf vindt après-ski plaats,afterwards an après-ski takes place,0,-3,1,0,1,3,0,1,1,0,-3,-2
ademhaling is belangrijk,breating is important,0,3,1,2,2,3,-1,2,2,2,1,2
afstand afleggen,cover a distance,1,2,3,2,2,0,-1,1,-1,2,-2,1
afstand wordt gemeten,the distance is measured,0,-1,2,1,2,0,-2,1,1,0,-2,0
afstoten voor de witte lijn,knock off before the white line,1,1,1,1,1,2,1,0,1,0,-3,-2
Ali was een bekend figuur in deze sport,Ali was a famous character,3,2,2,-3,2,3,2,1,2,0,-3,-3
armen en benen bewegen,move arms and legs,-2,3,3,3,3,0,-1,2,2,2,3,1
bal gooien,throw a ball,-2,2,2,1,2,0,2,1,1,0,-2,-3
bal in ring gooien,throw the ball through a ring,2,1,2,2,3,0,3,1,2,0,-3,-2
bal mag niet vallen,the ball may not fall,1,0,-3,1,2,0,0,2,1,1,-3,-2
bal moet opgepompt worden,the bal must be blown up,-2,2,1,2,2,0,-2,1,2,-2,-2,-2
bal om basket te spelen,is practised with a ball,3,2,2,2,2,0,2,1,1,0,-3,-3
bal opvangen,catch the ball,2,2,1,1,2,0,1,1,1,0,-2,-2
bal toetsen,push the ball with finger tips,2,1,2,1,2,1,2,1,1,0,-3,-2
begint met opslag,begins with service,-2,2,3,1,1,0,2,1,2,0,-2,-1
België is er goed in,Belgium is doing this well,-1,2,2,-1,2,3,-2,0,-1,1,-3,0
benen gebruiken,use legs,-1,3,2,2,3,0,0,2,1,2,2,1
benen kunnen breken,legs can break,-2,2,-2,1,3,1,-2,1,1,1,0,-2
benen scheren,shave legs,-2,-2,1,-2,1,0,-3,1,0,0,-2,-2
beoefend door gespierde mannen,is practised by muscled men,-1,3,1,2,2,3,0,1,-1,1,-2,1
beoefend door magere mensen,is practised by slim people,-3,-2,1,1,2,-3,-2,-2,-1,2,-2,2
bergaf glijden,slide downhill,2,-1,0,1,2,0,-2,1,1,-2,-3,-2
bestaat in elk land,exists in every country,0,3,3,2,3,3,2,2,2,3,0,1
