auto,car,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
boot,boat,17,14,5,12,12,24,7,15,14,17,24,17,13,12,16,18,15,3,12,15
bromfiets,scooter,7,11,14,8,10,13,4,5,7,11,7,5,16,8,3,15,7,17,9,17
brommer,motorbike,5,6,17,3,5,8,6,4,6,10,6,6,15,14,6,12,8,16,8,4
bus,bus,23,3,2,9,3,5,2,2,9,7,4,3,2,2,7,4,4,10,3,11
camion,truck,11,8,8,15,15,2,11,7,11,16,12,15,5,4,18,7,13,13,14,3
camionette,van,4,4,3,10,4,6,15,11,12,14,5,10,10,6,8,13,14,15,6,8
caravan,trailer ,20,23,23,27,17,19,28,14,15,29,14,19,12,20,26,17,24,24,29,27
duikboot,submarine,28,27,30,-1,21,25,16,30,-1,25,28,24,27,30,22,22,23,-1,27,26
fiets,bicycle,2,2,4,14,2,14,8,16,2,2,8,2,14,9,2,16,9,6,2,5
gocart,go-cart,19,21,21,16,22,15,27,29,24,23,25,29,28,28,24,24,21,24,19,21
helikopter,helicopter,29,22,11,21,26,28,12,21,18,15,26,14,17,21,19,9,17,7,13,20
hovercraft,hovercraft,8,-1,28,25,19,22,24,24,26,28,-1,26,26,27,23,21,16,-1,17,22
jeep,jeep,25,19,13,7,20,4,17,10,5,20,10,12,7,17,5,14,12,9,7,19
kar,cart,21,20,26,20,29,20,26,18,22,4,15,20,22,18,27,20,20,19,24,23
koets,carriage,18,18,7,22,16,27,20,20,21,9,18,22,19,22,17,19,19,20,25,24
luchtballon,(hot air) balloon,13,24,19,18,27,17,23,27,25,24,27,21,25,23,21,28,25,22,20,28
metrostel,subway train,16,13,18,11,11,16,10,8,10,13,16,8,9,19,15,6,18,11,28,12
moto,motorbike,6,10,15,6,9,21,18,13,3,6,3,16,11,7,4,11,6,5,18,6
raket,rocket,26,28,14,29,25,29,22,23,28,26,29,30,30,31,25,26,29,23,22,30
skateboard,skateboard,24,17,21,24,24,18,30,28,29,30,19,27,29,25,29,30,30,26,30,16
slede,sled,30,25,22,28,30,26,29,25,23,22,22,28,24,24,28,29,27,27,26,25
step,kick scooter,9,26,29,26,23,23,15,22,20,19,20,23,21,15,14,27,28,25,21,7
taxi,taxi,15,15,12,17,18,12,9,9,4,12,9,11,8,16,10,10,11,8,10,13
tractor,tractor,12,16,9,23,14,10,14,19,19,21,17,13,20,26,20,23,22,21,15,18
tram,tram,27,12,16,4,13,7,5,12,8,8,11,7,6,13,9,5,5,12,16,10
trein,train,22,7,20,2,6,9,3,3,17,3,2,4,4,10,11,2,2,2,5,9
vliegtuig,airplane,10,9,10,13,8,11,13,17,13,5,23,18,18,11,13,3,3,4,11,14
vrachtwagen,truck,3,5,6,5,7,3,21,6,16,18,13,9,3,5,12,8,10,14,4,2
zeppelin,Zeppelin,14,29,24,19,28,30,19,26,27,21,30,25,23,29,22,25,26,18,23,29
