acteur,actor,28,26,25,25,27,26,29,29,30,27,26,30,30,20,22,29,30,30,28,31
advocaat,lawyer,13,6,14,15,10,11,8,3,6,2,4,21,11,6,30,20,23,10,23,14
apotheker,pharmacist,7,5,15,23,19,20,22,6,8,11,9,22,21,7,7,21,16,3,14,11
archeoloog,archaeologist,21,18,30,26,23,18,21,30,28,7,30,24,28,28,21,28,29,25,29,30
architect,architect,1,1,23,21,12,30,19,8,15,3,14,20,18,21,27,11,18,5,22,7
bakker,baker,20,21,10,1,3,23,4,17,17,24,1,2,1,1,10,3,1,9,9,2
boekhouder,accountant,23,8,17,19,13,2,28,12,13,1,19,18,19,23,20,7,13,19,2,6
brandweerman,fireman,8,27,16,9,4,27,13,11,1,20,22,27,9,12,5,25,8,16,27,27
dierenarts,veterinarian,9,3,24,18,9,18,20,9,23,10,6,14,12,14,8,10,17,4,17,8
directeur,manager,16,7,11,12,28,19,18,13,11,4,28,26,17,29,9,27,27,7,5,16
dokter,doctor,11,2,5,10,8,1,3,1,2,9,5,8,3,2,1,6,20,8,15,1
informaticus,information scientist,22,10,21,22,22,13,27,5,14,6,8,15,26,13,29,14,26,23,4,23
kinesist,physiotherapist,10,4,4,28,20,5,30,15,9,13,17,15,22,17,16,9,16,18,18,12
kok,cook,25,25,3,3,14,25,15,19,26,21,13,7,16,3,13,8,4,26,26,25
leraar,teacher,3,13,7,4,15,29,1,20,3,15,18,4,6,8,14,2,5,14,3,4
loodgieter,plumber,14,16,1,8,7,7,7,16,20,22,3,5,4,11,17,1,2,1,24,5
marktkramer,stallholder,30,28,26,24,24,21,17,26,21,30,27,29,27,15,24,18,7,13,7,19
minister,minister,6,24,6,30,30,28,25,10,29,8,23,28,29,30,15,30,25,28,30,24
opvoedster,educator,27,17,9,27,26,15,12,22,4,16,25,6,25,27,19,15,10,22,10,20
piloot,pilot,18,11,22,5,6,24,14,4,24,17,10,12,14,16,4,24,22,15,21,28
politieagent,police officer,24,12,8,6,5,6,2,14,7,18,7,11,8,4,2,5,14,2,20,9
postbode,postman,4,22,13,7,2,3,11,21,19,26,11,1,5,9,3,13,6,12,13,17
psycholoog,psychologist,2,29,18,20,27,31,26,24,27,5,29,23,23,26,25,22,24,29,19,21
rechter,judge,17,14,28,29,29,16,24,7,5,14,15,25,15,15,26,26,19,6,25,13
secretaresse,secretary,12,15,27,16,18,12,9,28,12,19,21,9,20,24,28,12,9,20,1,15
slager,butcher,25,19,2,2,1,22,10,18,18,23,2,3,2,5,11,4,3,11,8,3
stewardess,stewardess,19,20,19,13,17,9,23,23,25,25,24,17,24,18,23,23,11,27,11,29
tandarts,dentist,5,9,29,11,16,17,6,2,10,12,12,16,7,10,6,16,21,17,16,10
vuilnisman,garbage collector,26,30,20,14,11,17,5,25,22,29,16,10,10,22,18,17,12,21,12,26
winkelbediende,shop-assistant,15,23,12,17,25,4,16,27,16,28,20,13,13,19,12,19,28,24,6,18
