accordeon,accordion,11,25,9,18,8,17,6,21,18,25,22,23,19,16,6,12,12,9,27,15
banjo,banjo,24,12,27,24,20,12,19,22,15,19,20,21,27,25,-1,13,19,13,14,27
basgitaar,bass guitar,15,18,26,12,9,19,3,6,14,8,10,15,9,7,7,6,5,18,13,25
cello,cello,6,11,12,8,18,10,14,9,13,11,4,11,24,4,19,24,15,12,11,10
cimbalen,cymbals,17,10,25,25,19,22,-1,-1,27,21,24,17,26,17,24,27,24,25,24,17
contrabas,double bass,25,7,11,14,16,18,16,23,20,9,7,16,25,14,11,16,14,7,10,11
doedelzak,bagpipe,12,14,19,20,24,16,22,20,10,22,23,27,23,27,14,15,17,15,26,23
drumstel,drum set,18,19,10,15,2,21,15,8,5,6,8,6,7,15,25,21,7,5,17,4
dwarsfluit,flute,2,5,4,4,14,8,7,7,12,15,13,8,4,12,23,7,10,11,7,9
fagot,bassoon,9,27,18,11,26,-1,25,25,16,20,11,14,12,24,-1,22,-1,22,4,26
fluit,flute,4,4,5,17,6,7,18,4,6,16,5,4,10,5,4,2,9,10,1,8
gitaar,guitar,8,2,2,2,1,2,10,2,1,3,1,1,3,2,2,1,1,1,12,2
harp,harp,14,22,21,1,23,5,21,12,17,7,12,25,8,6,12,4,18,19,15,14
klarinet,clarinet,1,20,17,7,10,15,12,15,7,10,6,12,11,13,5,25,11,8,3,12
klavecimbel,harpsichord,27,16,14,13,1,20,26,10,25,23,17,18,21,26,22,18,25,24,19,21
mondharmonica,harmonica,13,26,20,19,11,13,9,24,19,26,9,20,18,19,1,26,13,16,25,16
orgel,organ,16,8,16,6,7,14,11,14,24,13,16,19,15,8,9,19,22,21,22,19
panfluit,pan flute,26,17,13,23,17,9,17,11,26,18,21,24,20,18,13,5,20,23,8,24
piano,piano,10,1,1,3,4,1,1,1,2,1,2,2,1,1,10,14,2,3,18,1
saxofoon,saxophone,7,21,7,5,12,4,8,19,9,5,19,9,6,10,21,23,8,6,6,7
synthesizer,synthesizer,20,9,23,21,13,6,13,-1,21,17,26,26,16,23,20,11,23,14,21,20
tamboerijn,tambourine,19,13,24,26,21,23,20,17,23,24,25,22,22,20,8,9,21,26,20,13
triangel,triangle,21,15,22,22,25,25,24,18,22,27,27,7,13,11,15,20,26,27,23,18
trombone,trombone,23,6,8,16,22,-1,23,16,11,12,18,17,17,21,18,10,16,20,5,22
trommel,drum,22,3,15,27,5,24,2,13,3,14,15,5,14,22,17,17,4,17,16,3
trompet,trumpet,5,24,3,9,3,11,4,5,8,4,14,10,5,9,16,8,6,2,2,6
viool,violin,3,23,6,10,15,3,5,3,4,2,3,9,2,3,3,3,3,4,9,5
