bazooka,bazooka,5,2,-1,6,5,9,2,13,1,4,5,5,3,10,10,15,5,9,20,17
bijl,axe,9,12,11,8,19,14,11,2,12,10,13,9,13,11,13,12,13,11,7,6
boksbeugel,knuckle dusters,4,-1,17,16,11,5,13,16,16,7,10,13,18,6,15,10,15,10,19,16
boog,bow,14,15,18,15,14,12,14,7,13,8,16,12,11,12,9,20,10,17,6,12
dolk,dagger,8,5,10,4,2,6,9,8,17,16,11,10,10,5,6,5,11,5,2,4
geweer,rifle,7,13,2,2,3,4,5,4,10,1,2,4,7,2,1,2,2,2,1,1
granaat,grenade,6,16,4,9,7,7,8,3,8,6,7,6,4,14,11,14,6,8,14,7
kanon,canon,10,3,6,10,13,8,1,9,2,9,6,7,2,13,12,16,4,13,13,9
katapult,slingshot,20,8,14,18,10,17,16,15,15,18,14,16,16,15,17,13,14,16,15,13
knuppel,club,12,9,8,12,8,16,12,12,14,17,17,8,14,8,4,8,16,7,16,14
mitraillette,machine gun,2,1,3,1,1,2,3,6,6,3,4,1,5,4,8,3,3,3,8,10
pistool,pistol,3,6,1,3,4,1,6,10,9,5,1,2,8,1,2,1,1,1,3,2
schild,shield,19,19,13,20,17,15,20,20,20,20,20,14,19,18,19,19,19,20,12,20
speer,spear,11,11,9,13,12,13,15,5,11,15,12,17,12,9,5,11,12,12,13,11
stok,stick,17,17,15,19,19,19,19,18,18,19,18,19,15,19,14,9,17,18,9,18
tank,tank,13,4,12,7,15,10,7,14,7,11,9,15,1,16,16,17,9,14,11,8
touw,rope,18,18,16,17,18,20,17,19,19,14,19,20,20,20,20,7,20,19,17,19
tweeloop,double barreled shotgun,1,7,7,5,9,11,4,11,5,2,3,3,6,3,7,4,7,6,5,3
zwaard,sword,16,10,5,11,6,3,10,1,4,12,8,18,9,7,3,6,8,4,4,5
zweep,whip,15,14,19,14,16,18,18,17,3,13,15,11,17,17,8,18,18,15,18,15
