,,log(lemmaFreq),age of acquisition,% known,"(estimated reliability = 0,96)",,,,,,,,,,,,,,,,,,,,,
blikopener,can opener,1.54,7.88,97.83,,,,,,,,,,,,,,,,,,,,,,
bord,plate,3.43,4.63,98.92,,,,,,,,,,,,,,,,,,,,,,
broodrooster,toaster,1.45,7.96,98.91,,,,,,,,,,,,,,,,,,,,,,
fles,bottle,3.68,4.39,99.57,,,,,,,,,,,,,,,,,,,,,,
fornuis,stove,2.35,7.63,99.73,,,,,,,,,,,,,,,,,,,,,,
frigo,fridge,2.39,6.42,99.19,,,,,,,,,,,,,,,,,,,,,,
glas,glass,3.81,5.17,97.90,,,,,,,,,,,,,,,,,,,,,,
handdoek,towel,2.84,5.63,99.71,,,,,,,,,,,,,,,,,,,,,,
ketel,kettle,2.63,6.92,98.39,,,,,,,,,,,,,,,,,,,,,,
klopper,whisk,1.51,8.13,96.88,,,,,,,,,,,,,,,,,,,,,,
koffiezet,percolator,1.18,6.05,98.10,,,,,,,,,,,,,,,,,,,,,,
kom,bowl,3.16,5.42,95.84,,,,,,,,,,,,,,,,,,,,,,
lepel,spoon,2.89,4.33,99.45,,,,,,,,,,,,,,,,,,,,,,
mes,knife,3.24,4.67,98.38,,,,,,,,,,,,,,,,,,,,,,
microgolf,microwave oven,1.36,7.70,98.80,,,,,,,,,,,,,,,,,,,,,,
mixer,mixer,1.61,8.75,98.38,,,,,,,,,,,,,,,,,,,,,,
notenkraker,nutcracker,0.70,7.87,97.61,,,,,,,,,,,,,,,,,,,,,,
onderlegger,place mat,1.36,8.50,98.99,,,,,,,,,,,,,,,,,,,,,,
oven,oven,2.72,5.70,99.73,,,,,,,,,,,,,,,,,,,,,,
pan,pan,3.17,4.92,100.00,,,,,,,,,,,,,,,,,,,,,,
pot,pot,6.31,??,99.14,,,,,,,,,,,,,,,,,,,,,,
rasp,grater,1.34,8.83,97.08,,,,,,,,,,,,,,,,,,,,,,
schaar,scissors,1.51,5.29,97.88,,,,,,,,,,,,,,,,,,,,,,
schort,apron,2.43,6.58,99.14,,,,,,,,,,,,,,,,,,,,,,
spatel,spatula,1.66,9.78,91.00,,,,,,,,,,,,,,,,,,,,,,
tas,mug,0.30,4.88,97.35,,,,,,,,,,,,,,,,,,,,,,
theelepel,teaspoon,2.79,7.09,98.71,,,,,,,,,,,,,,,,,,,,,,
vergiet,colander,1.23,8.83,93.08,,,,,,,,,,,,,,,,,,,,,,
vork,fork,2.70,4.17,98.08,,,,,,,,,,,,,,,,,,,,,,
waterkoker,electric kettle,0.00,10.25,99.18,,,,,,,,,,,,,,,,,,,,,,
weegschaal,scales,2.30,6.96,97.61,,,,,,,,,,,,,,,,,,,,,,
wok,wok,1.98,13.46,98.12,,,,,,,,,,,,,,,,,,,,,,
zeef,sieve,2.20,7.54,100.00,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
