brengt ziektes voort,carries over diseases,1,2,2,2,0,0,3,3,1,2,2,1
geleedpotig,is athrodopal,0,0,1,3,1,0,-3,-2,2,0,1,-1
heeft facetogen,compound eyes,2,1,2,2,1,0,2,2,2,0,3,1
heeft poten,has legs,1,1,3,2,3,3,1,3,1,3,-3,3
heeft vleugels,has wings,2,1,3,-3,1,0,-2,-2,-1,3,3,1
heeft voelsprieten,has feelers,2,2,1,1,1,0,1,2,-2,2,1,1
is een dier,is an animal,-1,0,3,1,3,3,3,-2,3,3,1,3
is irritant,is irritating,-1,0,-2,3,3,2,-3,3,2,3,-3,1
is klein,is small,1,0,3,3,2,2,3,3,2,2,0,3
kan vliegen,can fly,2,1,3,3,1,0,3,-1,-1,2,0,1
komt overal ter wereld voor,is found all around the world,2,2,3,3,3,2,-3,3,3,2,2,1
leeft niet lang,doesn't live long,1,1,0,3,0,2,3,3,1,2,2,-1
legt eieren,lays eggs,1,2,1,3,1,3,2,3,2,2,2,3
maakt heel vervelend geluid,makes an extremely irritating sound,-1,1,0,3,0,-3,-3,3,2,1,1,-2
ongedierte,is vermin,-1,-2,2,3,3,2,-3,3,2,2,1,1
steekt,stings,3,2,3,2,3,0,3,3,1,3,1,1
wordt doodgeslagen door mensen,is killed by man,-1,-3,3,3,2,0,-3,1,0,1,-1,1
wordt opgegeten door andere dieren,is eaten by other animals,1,1,1,3,3,1,-2,3,2,2,-2,2
wordt verdelgd,is exterminated,1,-3,3,3,3,0,2,3,2,3,-2,1
zes poten,has six paws,2,-3,0,3,0,3,-2,3,2,2,-2,0
zoemt,buzzes,0,1,3,3,1,0,2,3,2,3,0,-1
angstaanjagend,is terrifying,0,-3,-2,0,1,1,1,-1,1,0,-2,-2
behoort tot de natuur,belongs to nature,-3,0,1,1,1,1,0,3,2,0,-2,2
bijt vaak,often bites,2,0,0,1,1,2,1,1,0,-2,0,1
er zijn verschillende soorten,there are many kinds of it,2,0,1,0,1,3,1,3,0,0,-3,1
heeft een exoskelet,has an exoskeleton,3,2,2,1,3,-2,0,-3,2,1,1,2
is een delicatesse,is a delicacy,-3,-2,-2,-2,-3,-3,1,-2,0,-2,-3,-1
is een mier,is an ant,-2,2,1,1,-1,2,-1,0,-3,1,-3,0
is een mug,is a mosquito,-2,2,1,1,-1,2,2,0,-3,1,-3,0
is nuttig,is useful,-2,1,-2,0,0,2,1,-1,2,1,-1,-1
kan bijten,can bite,2,1,0,1,2,2,3,1,2,2,0,1
komt in grote aantallen voor,there are lots of these,1,2,-1,3,1,0,1,2,1,1,1,0
leeft in kolonies,lives in colonies,1,2,3,0,2,0,-2,1,2,0,2,0
leeft op het land,lives on land  ,1,1,3,0,2,-3,-1,1,2,-1,2,1
vind je vaker in de zomer,is more often encountered during summer,-1,2,2,3,2,0,2,2,2,1,1,1
vliegt of kruipt,flies or crawls,3,1,2,3,3,3,2,2,2,3,2,2
wordt gegeten door spinnen,is eaten by spiders,1,2,0,3,1,0,3,-1,0,0,2,0
